Company Name,Company Name URL,Funding Type,Money Raised,Announced On Date
Compass Therapeutics,https://www.crunchbase.com/organization/compass-therapeutics,Series A,50000000,9/21/16
DriverUp,https://www.crunchbase.com/organization/driverup,Series A,50000000,2/23/15
Karius,https://www.crunchbase.com/organization/karius,Series A,50000000,8/5/17
Pearl,https://www.crunchbase.com/organization/pearl-7,Series A,50000000,6/21/16
Spark Therapeutics,https://www.crunchbase.com/organization/spark-therapeutics,Series A,50000000,10/22/13
Tenaya Therapeutics,https://www.crunchbase.com/organization/tenaya-therapeutics,Series A,50000000,12/6/16
Vividion Therapeutics,https://www.crunchbase.com/organization/vividion-therapeutics,Series A,50000000,2/2/17
"Orbital Insight, Inc.",https://www.crunchbase.com/organization/orbital-insight-inc,Series C,50000000,5/2/17
Solid Biosciences,https://www.crunchbase.com/organization/solid-biosciences,Series C,50000000,3/30/17
Survios,https://www.crunchbase.com/organization/survios,Series C,50000000,12/13/16
Confluent,https://www.crunchbase.com/organization/confluent,Series C,50000000,3/7/17
PillPack,https://www.crunchbase.com/organization/pillpack,Series C,50000000,6/3/15
Fundbox,https://www.crunchbase.com/organization/fundbox,Series C,50000000,9/10/15
ThoughtSpot,https://www.crunchbase.com/organization/thoughtspot,Series C,50000000,5/19/16
Kymeta,https://www.crunchbase.com/organization/kymeta,Series C,50000000,6/9/13
ARMO BioSciences,https://www.crunchbase.com/organization/armo-biosciences,Series C,50000000,2/10/16
Blue Apron,https://www.crunchbase.com/organization/blue-apron,Series C,50000000,4/25/14
Guardant Health,https://www.crunchbase.com/organization/guardant-health,Series C,50000000,2/3/15
Handy,https://www.crunchbase.com/organization/handybook,Series C,50000000,11/2/15
Premise,https://www.crunchbase.com/organization/premise,Series C,50000000,9/24/15
DataGravity,https://www.crunchbase.com/organization/datagravity,Series C,50000000,12/8/14
Barefoot Networks,https://www.crunchbase.com/organization/barefoot-networks,Series B,50000000,6/1/15
Brandless,https://www.crunchbase.com/organization/brandless,Series B,50000000,7/17/17
Cadre,https://www.crunchbase.com/organization/cadre-2,Series B,50000000,1/26/16
Drive.ai,https://www.crunchbase.com/organization/drive-ai,Series B,50000000,6/27/17
eero,https://www.crunchbase.com/organization/eero,Series B,50000000,5/25/16
Elementum,https://www.crunchbase.com/organization/elementum,Series B,50000000,2/4/14
Entasis Therapeutics,https://www.crunchbase.com/organization/entasis-therapeutics,Series B,50000000,4/4/16
Evelo Biosciences,https://www.crunchbase.com/organization/evelo-therapeutics,Series B,50000000,7/11/17
FLX Bio,https://www.crunchbase.com/organization/flx-bio,Series B,50000000,4/26/16
Kensho,https://www.crunchbase.com/organization/kensho,Series B,50000000,2/28/17
Kezar Life Sciences,https://www.crunchbase.com/organization/kezar-life-sciences,Series B,50000000,7/25/17
Luxe,https://www.crunchbase.com/organization/luxe-valet,Series B,50000000,4/7/16
Magenta Therapeutics,https://www.crunchbase.com/organization/magenta-therapeutics,Series B,50000000,5/2/17
Meta,https://www.crunchbase.com/organization/meta-view,Series B,50000000,6/13/16
NewStore,https://www.crunchbase.com/organization/newstore,Series B,50000000,7/18/17
Primary Data,https://www.crunchbase.com/organization/primary-data,Series B,50000000,10/30/13
Robinhood,https://www.crunchbase.com/organization/analyst,Series B,50000000,5/7/15
Shift,https://www.crunchbase.com/organization/shiftcars,Series B,50000000,9/1/15
Shyp,https://www.crunchbase.com/organization/shyp,Series B,50000000,4/21/15
Soylent,https://www.crunchbase.com/organization/soylent-corporation,Series B,50000000,5/4/17
Syntimmune,https://www.crunchbase.com/organization/syntimmune-2,Series B,50000000,6/21/17
Uptake,https://www.crunchbase.com/organization/uptake-3,Series B,50000000,2/17/17
US HealthVest,https://www.crunchbase.com/organization/us-healthvest,Series B,50000000,6/30/16
Vlocity,https://www.crunchbase.com/organization/vlocity,Series B,50000000,9/20/16
Arcus Biosciences,https://www.crunchbase.com/organization/arcus-biosciences,Series A,49700000,5/1/15
Bamboo Therapeutics,https://www.crunchbase.com/organization/bamboo-therapeutics,Series A,49500000,2/11/16
Livongo,https://www.crunchbase.com/organization/livongo-health,Series C,49500000,4/12/16
Coursera,https://www.crunchbase.com/organization/coursera,Series C,49500000,8/25/15
Arrivo BioVentures LLC,https://www.crunchbase.com/organization/arrivo-bioventures-llc,Series A,49000000,5/25/16
BlueVine,https://www.crunchbase.com/organization/bluevine,Series D,49000000,12/14/16
Magenta Therapeutics,https://www.crunchbase.com/organization/magenta-therapeutics,Series A,48500000,11/16/16
Indigo,https://www.crunchbase.com/organization/indigoag,Series B,48500000,2/18/16
Alpine Immune Sciences,https://www.crunchbase.com/organization/alpine-immune-sciences,Series A,48000000,6/13/16
Petra Pharma Corporation,https://www.crunchbase.com/organization/petra-pharma-corporation,Series A,48000000,1/6/16
Global Blood Therapeutics,https://www.crunchbase.com/organization/global-blood-therapeutics,Series B,48000000,1/6/15
Jounce Therapeutics,https://www.crunchbase.com/organization/jounce-therapeutics,Series A,47000000,2/14/13
IDEAYA Biosciences,https://www.crunchbase.com/organization/ideaya-biosciences,Series A,46000000,5/3/16
MyoKardia,https://www.crunchbase.com/organization/myokardia,Series B,46000000,4/30/15
CloudHealth Technologies,https://www.crunchbase.com/organization/cloudhealth-technologies,Series D,46000000,6/27/17
scPharmaceuticals,https://www.crunchbase.com/organization/scpharmaceuticals,Series B,45600000,1/4/17
Affirm,https://www.crunchbase.com/organization/affirm,Series A,45000000,6/9/14
Effector Therapeutics,https://www.crunchbase.com/organization/effector-therapeutics,Series A,45000000,5/20/13
Pliant Therapeutics,https://www.crunchbase.com/organization/pliant-therapeutics,Series A,45000000,2/18/16
Revolution Medicines,https://www.crunchbase.com/organization/revolution-medicines,Series A,45000000,2/4/15
Voyager Therapeutics,https://www.crunchbase.com/organization/voyager-therapeutics,Series A,45000000,2/12/14
Zavante Therapeutics,https://www.crunchbase.com/organization/zavante-therapeutics,Series A,45000000,3/30/16
TP Therapeutics,https://www.crunchbase.com/organization/tp-therapeutics,Series C,45000000,5/23/17
Desktop Metal,https://www.crunchbase.com/organization/desktop-metal,Series C,45000000,2/6/17
Bitglass,https://www.crunchbase.com/organization/bitglass,Series C,45000000,1/6/17
Spirox,https://www.crunchbase.com/organization/nasoform,Series C,45000000,3/15/16
Blade Therapeutics,https://www.crunchbase.com/organization/blade-therapeutics,Series B,45000000,6/16/16
Color Genomics,https://www.crunchbase.com/organization/color-genomics,Series B,45000000,9/27/16
Galvanize,https://www.crunchbase.com/organization/galvanize-2,Series B,45000000,8/15/16
Harpoon Therapeutics,https://www.crunchbase.com/organization/harpoon-therapeutics,Series B,45000000,5/25/17
LogicBio Therapeutics,https://www.crunchbase.com/organization/logicbio-therapeutics,Series B,45000000,6/29/17
Matific,https://www.crunchbase.com/organization/matific,Series B,45000000,7/27/16
Sprig,https://www.crunchbase.com/organization/sprig-2,Series B,45000000,4/15/15
TrÅçv,https://www.crunchbase.com/organization/trov,Series D,45000000,4/6/17
True North Therapeutics,https://www.crunchbase.com/organization/true-north-therapeutics,Series D,45000000,10/18/16
TCR2,https://www.crunchbase.com/organization/tcr2,Series A,44500000,12/8/16
Kallyope,https://www.crunchbase.com/organization/kallyope,Series A,44000000,12/10/15
Semma Therapeutics,https://www.crunchbase.com/organization/semma-therapeutics,Series A,44000000,3/24/15
Aeglea BioTherapeutics,https://www.crunchbase.com/organization/aeglea-biotherapeutics,Series B,44000000,3/23/15
Instacart,https://www.crunchbase.com/organization/instacart,Series B,44000000,6/16/14
Plaid,https://www.crunchbase.com/organization/plaid,Series B,44000000,6/19/16
Homology Medicines,https://www.crunchbase.com/organization/homology-medicines,Series A,43500000,5/2/16
Nohla Therapeutics,https://www.crunchbase.com/organization/nohla-therapeutics,Series A,43500000,11/30/16
Editas Medicine,https://www.crunchbase.com/organization/editas-medicine,Series A,43000000,11/25/13
Coursera,https://www.crunchbase.com/organization/coursera,Series B,43000000,7/10/13
Tizona Therapeutics,https://www.crunchbase.com/organization/tizona-therapeutics,Series B,43000000,3/8/16
Vlocity,https://www.crunchbase.com/organization/vlocity,Series A,42800000,4/16/15
Audentes Therapeutics,https://www.crunchbase.com/organization/audentes-therapeutics,Series B,42500000,12/2/14
Solid Biosciences,https://www.crunchbase.com/organization/solid-biosciences,Series B,42500000,11/3/15
Zymergen,https://www.crunchbase.com/organization/zymergen,Series A,42140000,6/16/15
Transfix,https://www.crunchbase.com/organization/transfix,Series C,42000000,7/11/17
Synlogic,https://www.crunchbase.com/organization/synlogic,Series C,42000000,5/16/17
Cylance,https://www.crunchbase.com/organization/cylance,Series C,42000000,7/28/15
Cidara Therapeutics,https://www.crunchbase.com/organization/cidara-therapeutics,Series B,42000000,2/11/15
Honor,https://www.crunchbase.com/organization/honor-2,Series B,42000000,8/5/16
Arvinas,https://www.crunchbase.com/organization/arvinas,Series B,41600000,10/21/15
Turnstone Biologics,https://www.crunchbase.com/organization/turnstone-biologics,Series B,41400000,11/2/16
Outpost Medicine,https://www.crunchbase.com/organization/outpost-medicine,Series A,41000000,3/14/16
Symbiomix Therapeutics,https://www.crunchbase.com/organization/symbiomix-therapeutics,Series A,41000000,5/6/15
DraftKings,https://www.crunchbase.com/organization/draftkings,Series C,41000000,8/25/14
Rubrik,https://www.crunchbase.com/organization/rubrik,Series B,41000000,5/26/15
Synthego,https://www.crunchbase.com/organization/stealthy,Series B,41000000,1/4/17
Catalant,https://www.crunchbase.com/organization/hourlynerd,Series D,41000000,6/27/17
Fugue,https://www.crunchbase.com/organization/luminal,Series D,41000000,1/5/17
Global Blood Therapeutics,https://www.crunchbase.com/organization/global-blood-therapeutics,Series A,40700000,6/14/12
BlackThorn Therapeutics,https://www.crunchbase.com/organization/blackthorn-therapeutics,Series A,40000000,10/20/16
Cyence,https://www.crunchbase.com/organization/cyence,Series A,40000000,9/15/16
Datera,https://www.crunchbase.com/organization/datera-2,Series A,40000000,4/12/16
Oscar,https://www.crunchbase.com/organization/oscar,Series A,40000000,7/19/13
Quanergy Systems,https://www.crunchbase.com/organization/quanergy,Series A,40000000,12/18/14
Rhythm Metabolic,https://www.crunchbase.com/organization/rhythm-metabolic,Series A,40000000,8/13/15
Stash,https://www.crunchbase.com/organization/stash-5,Series C,40000000,7/13/17
Lever,https://www.crunchbase.com/organization/lever,Series C,40000000,7/19/17
ZeroFOX,https://www.crunchbase.com/organization/zerofox,Series C,40000000,7/12/17
Farmers Business Network,https://www.crunchbase.com/organization/farmers-business-network,Series C,40000000,3/7/17
Samsara,https://www.crunchbase.com/organization/samsara-2,Series C,40000000,6/21/17
The Players' Tribune,https://www.crunchbase.com/organization/the-players-tribune,Series C,40000000,1/19/17
HackerOne,https://www.crunchbase.com/organization/hackerone,Series C,40000000,2/8/17
Hired,https://www.crunchbase.com/organization/hired,Series C,40000000,2/8/16
Aclaris Therapeutics,https://www.crunchbase.com/organization/aclaris-therapeutics,Series C,40000000,9/9/15
Syros Pharmaceuticals,https://www.crunchbase.com/organization/syros-pharmaceuticals,Series C,40000000,1/12/16
True North Therapeutics,https://www.crunchbase.com/organization/true-north-therapeutics,Series C,40000000,12/3/15
BlueVine,https://www.crunchbase.com/organization/bluevine,Series C,40000000,1/20/16
Blend,https://www.crunchbase.com/organization/blend-labs,Series C,40000000,1/20/16
Whipclip,https://www.crunchbase.com/organization/whipclip,Series C,40000000,7/7/15
AccuraGen Holdings,https://www.crunchbase.com/organization/accuragen-holdings,Series B,40000000,6/1/16
Checkr,https://www.crunchbase.com/organization/checkr,Series B,40000000,3/23/16
ClassPass,https://www.crunchbase.com/organization/classpass,Series B,40000000,1/15/15
Compass,https://www.crunchbase.com/organization/compassinc,Series B,40000000,7/21/14
Datrium,https://www.crunchbase.com/organization/datrium,Series B,40000000,12/5/13
DoorDash,https://www.crunchbase.com/organization/doordash,Series B,40000000,3/26/15
Effector Therapeutics,https://www.crunchbase.com/organization/effector-therapeutics,Series B,40000000,12/23/15
Fundbox,https://www.crunchbase.com/organization/fundbox,Series B,40000000,3/19/15
Home Chef,https://www.crunchbase.com/organization/relished,Series B,40000000,9/29/16
HomeLight,https://www.crunchbase.com/organization/homelight,Series B,40000000,8/15/17
Juvo,https://www.crunchbase.com/organization/juvo-mobile-inc,Series B,40000000,8/1/17
Massdrop,https://www.crunchbase.com/organization/massdrop,Series B,40000000,8/13/15
Quartet,https://www.crunchbase.com/organization/quartet-health,Series B,40000000,4/14/16
Qumulo,https://www.crunchbase.com/organization/qumulo,Series B,40000000,2/4/15
Rigetti Computing,https://www.crunchbase.com/organization/rigetti-computing,Series B,40000000,3/28/17
Shipt,https://www.crunchbase.com/organization/shipt-2,Series B,40000000,6/5/17
Spire,https://www.crunchbase.com/organization/nanosatisfi,Series B,40000000,6/30/15
Synlogic,https://www.crunchbase.com/organization/synlogic,Series B,40000000,2/17/16
WeWork,https://www.crunchbase.com/organization/wework,Series B,40000000,5/1/13
Prescient,https://www.crunchbase.com/organization/prescient,Series D,40000000,4/25/17
Tastemade,https://www.crunchbase.com/organization/tastemade,Series D,40000000,12/17/15
Zoox,https://www.crunchbase.com/organization/zoox,Seed,40000000,7/3/15
AltSchool,https://www.crunchbase.com/organization/altschool,Series C,39999982,5/2/17
Continuum Analytics,https://www.crunchbase.com/organization/continuum-analytics,Series A,39500000,7/22/15
OrphoMed,https://www.crunchbase.com/organization/orphomed,Series A,39000000,5/24/17
Effector Therapeutics,https://www.crunchbase.com/organization/effector-therapeutics,Series C,38600000,7/24/17
Atara Biotherapeutics,https://www.crunchbase.com/organization/atara-biotherapeutics,Series B,38500000,12/17/13
Axonics Modulation Technologies,https://www.crunchbase.com/organization/axonics-modulation-technologies,Series B,38500000,12/22/15
Innovium Inc,https://www.crunchbase.com/organization/innovium-inc,Series C,38300000,3/14/17
Arrakis Therapeutics,https://www.crunchbase.com/organization/arrakis-therapeutics,Series A,38000000,2/27/17
eGenesis,https://www.crunchbase.com/organization/egenesis,Series A,38000000,3/16/17
MyoKardia,https://www.crunchbase.com/organization/myokardia,Series A,38000000,9/20/12
Shift,https://www.crunchbase.com/organization/shiftcars,Series C,38000000,7/19/17
Tarveda Therapeutics,https://www.crunchbase.com/organization/blend-therapeutics,Series C,38000000,1/27/16
"August Home, Inc.",https://www.crunchbase.com/organization/august,Series B,38000000,3/25/15
Flexus Biosciences,https://www.crunchbase.com/organization/flexus-biosciences,Series B,38000000,12/17/14
